candidate_id,title,decision,reason_code,canonical_id,source_url,checked_at,notes
autoresearchbench,AutoResearchBench: Benchmarking AI Agents on Complex Scientific Literature Discovery,纳入,满足操作定义且有独立信息增量,autoresearchbench,https://arxiv.org/abs/2604.25256,2026-08-09,核验 arXiv:2604.25256v1 全文；作为复杂科学文献发现基准纳入，Level 0，不外推为端到端科研。
researchclawbench,ResearchClawBench: A Benchmark for End-to-End Autonomous Scientific Research,纳入,满足操作定义且有独立信息增量,researchclawbench,https://arxiv.org/abs/2606.07591,2026-08-09,核验 arXiv:2606.07591v5 全文；提供 10 个领域和 40 项论文派生任务的同协议端到端负面证据，明确不覆盖湿实验。
discoper,Autonomous Scientific Discovery via Iterative Meta-Reflection,纳入,满足操作定义且有独立信息增量,discoper,https://arxiv.org/abs/2607.01131,2026-08-09,核验 arXiv:2607.01131v1 全文；以开放数据上的假设—代码检验—累积反思数字闭环纳入，并保留固定留出集反复使用等限制。
badscientist,BadScientist: Can a Research Agent Write Convincing but Unsound Papers that Fool LLM Reviewers?,纳入,满足操作定义且有独立信息增量,badscientist,https://aclanthology.org/2026.acl-long.1134/,2026-08-09,核验 ACL 2026 正式全文；作为生成—自动评审耦合的完整性红队证据纳入，不把伪造论文能力视为科学发现能力。
papermind,PAPERMIND: Benchmarking Agentic Reasoning and Critique over Scientific Papers in Multimodal LLMs,纳入,满足操作定义且有独立信息增量,papermind,https://aclanthology.org/2026.findings-acl.508/,2026-08-09,核验 Findings of ACL 2026 正式全文；作为给定论文后的多模态理解与批判组件基准纳入 bridge，不代表端到端自主研究。
cellvoyager,CellVoyager: AI CompBio agent generates new insights by autonomously analyzing biological data,纳入,满足操作定义且有独立信息增量,cellvoyager,https://www.nature.com/articles/s41592-026-03029-6,2026-08-09,核验 Nature Methods 正式版、作者预印本正文及 HeurekaBench 外部评测；作为单细胞生物学数字发现代理 bridge 纳入，不声称湿实验自治。
biomedagent,"Empowering AI data scientists using a multi-agent LLM framework with self-evolving capabilities for autonomous, tool-aware biomedical data analyses",代表性折叠,与 CellVoyager 的专业生物医学计算分析和工具编排机制高度重合,cellvoyager,https://www.nature.com/articles/s41551-026-01634-6,2026-08-09,正式页面仅完成摘要和图级核验；作为专业生物医学计算代理相关工作保留，不独立计数。
robochem-flex,A flexible and affordable self-driving laboratory for automated reaction optimization,代表性折叠,与既有实体实验贝叶斯优化 L3 路线同构,mobile-robotic-chemist,https://www.nature.com/articles/s44160-026-01053-0,2026-08-09,低成本和模块化是重要工程增量，但不形成新的一级自治机制；折叠到 Mobile Robotic Chemist—A-Lab 实体路线。
can-ai-evaluate-ai-scientists,Can AI Evaluate AI Scientists? A Benchmarking Study of Autonomous Research Generation Systems Using Automated Multi-Model Review,代表性折叠,缺少人类金标准且自动评审与合成评分存在循环性,badscientist,https://arxiv.org/abs/2607.28631,2026-08-09,仅作自动评审方法反例；保留同提案比较和成本信息，不把模型间相关性解释为科学质量有效性。
eurekagent,EurekAgent: Agent Environment Engineering is All You Need For Autonomous Scientific Discovery,代表性折叠,与 specialist-autoresearch 的指标驱动环境工程机制重合,specialist-autoresearch,https://arxiv.org/abs/2606.13662,2026-08-09,仅有 arXiv:2606.13662v2 预印本、尚未同行评议；权限、制品、预算和人在环环境工程未形成新的一级路线。
ahois-socratic-agents,Socratic agents for autonomous scientific discovery in high-dimensional physical systems,代表性折叠,属于既有实体实验反馈闭环与假设批评机制,a-lab,https://arxiv.org/abs/2606.26722,2026-08-09,AHOIS 仅有 arXiv:2606.26722v1 预印本、尚未同行评议；多模光纤实体实验案例折叠到 A-Lab 所在实体闭环路线，未形成新的一级路线。
paperqa2,PaperQA2: Superhuman Scientific Literature Search,范围外,文献问答与综合没有跨越两个实质科研环节或形成研究决策闭环,paperqa2,https://arxiv.org/abs/2409.13740,2026-08-09,作为知识检索组件记录边界，不因高问答性能纳入 Auto-Research 主地图。
